SRR1542404,SRR1542405,SRR1542406,SRR1542407,SRR1542408,SRR1542409,SRR1542410,SRR1542411,SRR1542412,SRR1542413,SRR1542414,SRR1542415,SRR1542416,SRR1542417
TraesCS5B02G219500,0.296808487114006,0.142605549099356,0.317216386946928,0.204961585999537,0.0599345887114556,0.0500950084353401,1.13186427487738,0.586417301251254,0.292503259069373,0.143644563065766,1.26523748581119,1.90430415158979,0.0640306213145773,0.123980839991881
TraesCS5B02G219600,3.85127110108906,4.11198656481613,4.14014666541032,4.21787615026039,3.7110717693207,4.88080147226924,5.43428701374979,5.25073919602749,9.28400588135636,8.28389241745123,10.0231496436945,7.39840225398137,4.08130139110802,4.23349209728374
TraesCS5B02G496200,0,0.0886187279080933,0.0492815897774997,0.0764210164443857,0.0558673246887832,0.0466954752124553,0.191828004216211,0,1.0127129481736,0.848011778201313,0.235875259838808,0.118338320303659,1.6711910177674,2.02242753072544
TraesCS6B02G015400,0.311863103161438,0.342488543486454,0.317434405082287,0.221510649314469,0.323869216690687,0.69178624432275,0.617804830073652,0.293410168598566,0.652312422699864,0.891208384678546,0.227899271671063,0.152449036135518,0.768895543373398,1.00493500654862
TraesCS6B02G014700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G054800,0.0827879611567037,0.318212535614809,0.0589868530516894,0.0914709790698318,0.133739097569164,0.0558914423615749,0,0.218090316889355,0,0.0534218349485965,0,0,0,0.0691632578652026
TraesCS6B02G298700,13.239310408108,12.5983161837645,5.22749714062622,6.06447687248914,10.6268294805133,12.0850083356967,2.79210875781946,4.10527043401695,4.0850391330434,3.59523357436802,1.59903794990036,1.17975782687207,10.9008659081908,10.8530871235987
TraesCS6B02G360400,0.776745870852602,1.04043020223077,1.86155568601361,1.13128078526071,1.19775162381795,2.04990084190835,0.391680186386564,0.0930091057322251,0.0397651489453788,0,0.722425795820035,0.845693590980529,0.182801146341225,0.0589921905320846
TraesCS6B02G360500,0,0.0753934929152733,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G360600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G360700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G360800,0.173138284149837,0.266197024985465,0.345413399119989,0.114778488159741,0.279694747320126,0.420798070856857,0,0.273661407250585,0,0,0.236177664018088,0.11849003609892,0.239047652907755,0.173573175988634
TraesCS6B02G360900,0,0.0523138522269243,0,0.0601509839688236,0.0439731726701332,0,0,0,0,0,0,0.0931440948925753,0,0.0227407537198512
TraesCS7B02G007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G007600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G073900,14.7471619517445,15.752375922975,21.1528123577832,19.3244737771454,90.6531778160014,91.1075584237511,22.1057137451234,27.7977214390021,22.6062733843245,20.1150441431449,52.492390486601,43.7266455797306,40.7666212378172,57.5839898548671
TraesCS7B02G116100,0.252033334314537,0.233215641381771,0.299291769955111,0.170174430345702,0.429764246271049,0.321397524310922,0.116498966790716,0,0.0315400092723844,0.126492602969266,0.143249282996974,0.335383927993834,0.120825018965817,0.0701851100420602
TraesCS7B02G201300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G309300,2.1367666338492,2.30614180258257,1.70995209051049,1.60493069180495,4.25101135833396,4.07897532441396,1.66399206229405,1.85782607728184,1.26850205258144,1.38561583203579,1.32815420568239,1.51275665728785,0.781143635865755,1.10800024267101
TraesCS7B02G379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G379300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G393200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G388500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1D02G019300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1D02G104500,1.47172901845756,0.985670717902836,1.8112433701754,1.88478359504416,15.9400028132164,17.7490802394855,8.25620603409572,8.72327507446448,2.63705724585144,3.32389664694101,14.7146727885449,12.9333892034165,4.09859412322956,6.09171988547105
TraesCS1D02G161800,6.15877610761563,6.36971452643791,4.70537640637944,5.5339628219875,5.15437462918519,5.36016590258139,5.86511487891006,7.91663356689193,6.51864405926031,5.60213795956488,5.69356868615035,4.82423718402747,5.25051094779534,5.82709947961841
TraesCS1D02G256100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1D02G309800,0.0674396312793373,0.0864060255882908,0.288306528960504,0.0745128762085708,14.1628201639255,14.1596887263776,0.280557436878016,0.0888289212049341,0.227867707439811,0,0.114992870121167,0,0.0581951214943973,0
TraesCS2D02G225400,0.172254925557236,0.17655925126587,0.294558073593576,0.228385767256627,2.83833087969251,2.83752440637319,0.477734921214479,0.363020234107919,0,0,1.99726774545909,0.707312970590494,0,0
TraesCS2D02G225500,5.04781407512998,5.11603208410001,6.44166052154432,5.32751476423455,1.521352182076,1.72936073750563,1.98503190694864,1.98471313487175,2.63048955994326,2.38218914629568,0.642324190844174,1.67571682851193,1.36527215991249,1.51059500441991
TraesCS2D02G271000_M,0,0,0,0,0,0,0,0,0,0,0,0.159211418014053,0,0
TraesCS2D02G298200,0,0.0626913283480262,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G506100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G518100,0.436721940616753,0.602585305315356,0.765948688880145,0.556761323162922,0.488422170693355,0.317517615654842,0.37268077436035,0.353989880025633,0.605379879466961,0.433554070944767,1.1456379224758,0.689718120575805,0.231911902074688,0.449045032408405
TraesCS2D02G586500,0.0727040977856651,0.232877612705992,0.362614335549921,0.562306456125783,0.352347622465193,0.638087698293484,0,0,0.409425826961168,0.281489211068312,0.123969433333855,0.248781233262874,0.0627379438990744,0.121477862064723
TraesCS2D02G601700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G601600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G548200,0.0985151574250744,0.0841473878373506,0,0.145130246426906,0,0.0443394117214925,0.18214914442901,0.0865069494044403,0.0369852145206259,0.0423802398832331,0.111986977467543,0.112367450647,0.113347823263252,0
TraesCS3D02G003600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G027300,32.1073482944734,36.0004652216427,18.8627728458286,14.8543778534564,7.872252926492,8.4931391396658,15.3364218853856,13.292625744379,2.68586485870994,3.70210240080437,10.0182847884832,11.234947760627,0.835060898833233,0.866200110499899
TraesCS3D02G199100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G303400,2.54884853013276,2.26490315018075,1.46457083775599,1.13555581893199,1.06258461082349,0.444068994105663,1.36819791135033,0.866386190382371,0.231509428791589,0.212223727877986,1.96275501604073,1.40673102217896,0.212850649849371,0.549516295367363
TraesCS3D02G325400,0.165702897713954,0.127382625453167,0.283354024168545,0.329548051894225,0.588903296197959,0.536969317412431,0.459563408873806,0.349212102503814,0.111976707766435,0.128310726272243,1.58224545464879,0.793810548589086,0.0571954506957206,0.11074607547741
TraesCS3D02G328900,0.0718817626809703,0.1381461606711,0.153648389685538,0.039710454985406,0.116120773338496,0,0.099679089349874,0,0.161917971753638,0,0.367701752363491,0,0,0
TraesCS3D02G333300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G262600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G040300,5.36043490962661,5.60067219727245,5.81994325679515,7.1212831637916,10.5150686812944,11.2875623495842,3.71668174500895,3.86649785081748,3.1983581405152,3.37665124503799,11.64287527404,8.40698354176155,6.00231289138138,5.54449932514194
TraesCS4D02G015400_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G313000,0.808490524211878,0.805673922627849,1.28011934422042,1.02562595850057,0,0.161725792199235,0.498284937781133,0.631059564391594,0,0.0772899053302866,0.919050555103648,0.204927335159995,0,0.10006435866307
TraesCS5D02G021800,0.397524367859969,0.622504898984816,0.629418178515573,0.292811842239077,0,0.119277730632633,0.122500140059575,0.116356444620036,0.198988316881209,0.0570036750677992,0.301256873154716,0.30228038645023,0.22868826974822,0.22140159815394
TraesCS5D02G071500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D02G228400,0.0375654691618562,0.0481301992324207,0.107062368890757,0.207527169134441,0.788902569631733,0.507220669553931,0.937662754962271,0.494798093777136,0.338473868631041,0.581770469607108,3.58700986241659,2.82794022177674,0.972481759047544,1.38086031523642
TraesCS5D02G228500,1.01717286505244,1.72213542727651,1.1388786490343,1.3245452971225,7.10089852106887,10.8892466486697,4.13081676059669,4.2107417605201,5.15529617598529,5.06339839788513,4.08824012900175,3.35628804336686,3.94983243573877,3.27769655800997
TraesCS5D02G496600,0,0,0,0,0,0,0.113326528965855,0,0.506238620840186,0.632818407938746,0.975438763645055,0.139821827771797,0.916771255856519,1.09238186401319
TraesCS6D02G009800,0.0745605861349195,0.0716472323977442,0.0796872083151704,0.0411903477177814,0.0602241277873564,0.151011039921025,0.310181514063894,0.0982083725122874,0.503856545643309,0.19245133087072,0.190702461629512,0.127566912570266,0.321699739937973,0.342594398431671
TraesCS6D02G012400,0.312927702561907,0.200466984782682,0.278703270211639,0.216092736578802,0.0631895446516143,0,0,0.103044121484652,0.0881110469028669,0.0504818932714833,0,0,0,0.196071074976299
TraesCS6D02G045700,1.8712514161449,1.58326335122074,1.66030642266079,1.98949379476884,2.16736008119439,2.14524506711339,1.56672074554625,1.1161092687867,0.0397651489453788,0.0455656827502735,0.602021496516696,0.241626740280151,0.0609337154470748,0.235968762128338
TraesCS6D02G251700,10.2912481501711,9.58022846585009,3.84042064549297,4.32054411776652,1.47255282961792,1.96214638077869,2.30826933026418,1.98369383979148,2.18722906561632,2.30168544193421,1.66693259563757,1.44656947959357,2.57638299428828,2.58258547986023
TraesCS6D02G308500,0.552979087956485,0.619934210458792,1.37900167019113,1.18376790091812,0.334989486233702,0.326659197679454,0.09585263678366,0.182090763621631,0.155702310649852,0.401432790448667,0.117862173982155,0,0.7157664847142,0.866200110499899
TraesCS6D02G308600,0.104418449719232,0.044594862433132,0.148797377382322,0.153826839801714,0,0.0469963481197521,0.0965320046990081,0.366762710748207,0.0392014677103283,0,0.593487686643392,0.238201618961747,0.0600699643260467,0
TraesCS6D02G308700,0,0.0498999470052061,0.0554995264833847,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G308800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G308900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G309000,0.651756890795412,0.442087323254782,0.163898885519776,0.381237277918798,0.0619338262341231,0,0.425316313109611,0.201992805919524,0,0.0494787044768761,1.17669780085662,0.393565201520899,0,0.128116467727593
TraesCS7D02G104700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G104900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G170200,10.7765465346596,10.4166391393302,14.8901585646617,13.5948742642537,95.5505061632781,101.155889114128,14.6791051670783,17.8239268075937,10.9697585886138,8.62641221158587,44.1938507670211,42.4768826378857,25.7084884899886,35.3738626136027
TraesCS7D02G211200,1.02794290710913,1.35521155025695,0.955323481925112,0.823011773897755,1.51618310902493,1.54888350405484,0.247905688846432,0.274718015000588,0.922845362314845,0.884421608374035,1.01609805810319,1.01955022787819,1.31126801333019,1.09524386834527
TraesCS7D02G296100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G403100,6.52590157678044,6.73804413939211,7.30523300924303,7.78002209353291,10.4946167639135,10.5419460347377,6.37348151668564,6.09264174746054,12.0453591888595,11.7491616219508,8.13837186401027,7.25868604015857,11.1864132094275,10.7315272593791
TraesCS7D02G464900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G476400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G472200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1A02G019800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1A02G020200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G705800_M,0.297370140882844,0.130969119466442,0.172150690180958,0.0924072466175102,0.420336024873323,0.4266133317707,0.283501528336739,0.807849604063314,0.219792574508003,0.15590941508738,0.316907926946687,0.413379998638587,0.288683042045835,0.279484762988751
TraesCS3A02G070300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G301300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G514400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G386700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G464100,0.041362285340543,0.0529948135499394,0.058941687008005,0.228502350088305,0,0,0,0,0,0,0.141055572690742,0,0,0.0691102997810792
TraesCS4A02G464200,0.261684437773871,0.191588170231753,0.0532718638286883,0.0413043694415676,0.12078167635139,0.10095270904063,0.20736009867524,0,0,0.0482460170297014,0.127486905144712,0,0.0645180516498439,0.0624623193869131
TraesCS4A02G472400,0.527659532647122,0.38028146426495,0.0939900405768676,0.10931284586642,0.213100759862953,0.178115585547876,0.0914637797880712,0.173753274444816,0.111429812978809,0.212806760097431,0.112465554294328,0.225695306855086,0.11383221567036,0.0551025955519472
TraesCS5A02G483000,0,0,0,0,0,0.178478790249238,0.122200384415058,0,0.397002792081107,0.170592564293438,0,0.301540711768867,0.684386020967554,0.368099720693676
TraesCS5A02G520400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5A02G520500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G008700,1.44463806144506,0.925460526214988,1.61749049772111,1.02609995145671,1.33355890985871,0.975297661839516,1.00164632191979,1.22324296650691,1.74328589932463,2.59685223467891,1.40759180847457,1.23582731060192,2.22608845831004,2.49998423486972
TraesCS6A02G038300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G106600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G320900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G020400,1.469720054775,1.42117508205792,1.50162117188566,1.4093949880806,6.13720342887653,6.7771243033962,1.23053528782637,1.31492339418146,0.905739044510502,0.85891779804417,0.851112526389621,1.1386722154886,1.19646540854754,1.3436773582693
TraesCS7A02G024800,5.09323363887635,4.39985654154547,3.57397129293539,3.36792878114439,1.49596733423793,1.40666783686435,1.92622720233678,2.337850307655,0.347661016493883,0.298780691176794,1.05267758819491,0.528127018040902,0.133183692334321,0.0644700367957782
