C,D 1Hr,D 6Hr,H 1Hr,H 6Hr,DH 1Hr,DH 6Hr
TraesCS7B02G309300,2.22145421821589,1.65744139115772,4.16499334137396,1.76090906978794,1.32705894230862,1.42045543148512,0.944571939268384
TraesCS7B02G379000,0,0,0,0,0,0,0
TraesCS7B02G379300,0,0,0,0,0,0,0
TraesCS7B02G393200,0,0,0,0,0,0,0
TraesCS7B02G388500,0,0,0,0,0,0,0
TraesCS1D02G019300,0,0,0,0,0,0,0
TraesCS1D02G104500,1.2286998681802,1.84801348260978,16.8445415263509,8.4897405542801,2.98047694639622,13.8240309959807,5.09515700435031
TraesCS1D02G161800,6.26424531702677,5.11966961418347,5.25727026588329,6.890874222901,6.0603910094126,5.25890293508891,5.53880521370687
TraesCS1D02G256100,0,0,0,0,0,0,0
TraesCS1D02G309800,0.076922828433814,0.181409702584537,14.1612544451516,0.184693179041475,0.113933853719906,0.0574964350605833,0.0290975607471987
TraesCS2D02G225400,0.174407088411553,0.261471920425102,2.83792764303285,0.420377577661199,0,1.35229035802479,0
TraesCS2D02G225500,5.08192307961499,5.88458764288944,1.62535645979082,1.98487252091019,2.50633935311947,1.15902050967805,1.4379335821662
TraesCS2D02G271000_M,0,0,0,0,0,0.0796057090070266,0
TraesCS2D02G298200,0.0313456641740131,0,0,0,0,0,0
TraesCS2D02G506100,0,0,0,0,0,0,0
TraesCS2D02G518100,0.519653622966055,0.661355006021533,0.402969893174099,0.363335327192991,0.519466975205864,0.917678021525804,0.340478467241546
TraesCS2D02G586500,0.152790855245829,0.462460395837852,0.495217660379339,0,0.34545751901474,0.186375333298365,0.0921079029818988
TraesCS2D02G601700,0,0,0,0,0,0,0
TraesCS2D02G601600,0,0,0,0,0,0,0
TraesCS2D02G548200,0.0913312726312125,0.0725651232134532,0.0221697058607463,0.134328046916725,0.0396827272019295,0.112177214057272,0.0566739116316258
TraesCS3D02G003600,0,0,0,0,0,0,0
TraesCS3D02G027300,34.0539067580581,16.8585753496425,8.1826960330789,14.3145238148823,3.19398362975716,10.6266162745551,0.850630504666566
TraesCS3D02G199100,0,0,0,0,0,0,0
TraesCS3D02G303400,2.40687584015675,1.30006332834399,0.753326802464579,1.11729205086635,0.221866578334788,1.68474301910985,0.381183472608367
TraesCS3D02G325400,0.146542761583561,0.306451038031385,0.562936306805195,0.40438775568881,0.120143717019339,1.18802800161894,0.0839707630865655
TraesCS3D02G328900,0.105013961676035,0.0966794223354721,0.0580603866692478,0.049839544674937,0.0809589858768192,0.183850876181746,0
TraesCS3D02G333300,0,0,0,0,0,0,0
TraesCS4D02G262600,0,0,0,0,0,0,0
TraesCS4D02G040300,5.48055355344953,6.47061321029337,10.9013155154393,3.79158979791321,3.28750469277659,10.0249294079008,5.77340610826166
TraesCS4D02G015400_M,0,0,0,0,0,0,0
TraesCS4D02G313000,0.807082223419863,1.15287265136049,0.0808628960996177,0.564672251086363,0.0386449526651433,0.561988945131822,0.0500321793315352
TraesCS5D02G021800,0.510014633422393,0.461115010377325,0.0596388653163166,0.119428292339806,0.127995995974504,0.301768629802473,0.22504493395108
TraesCS5D02G071500,0,0,0,0,0,0,0
TraesCS5D02G228400,0.0428478341971384,0.157294769012599,0.648061619592832,0.716230424369704,0.460122169119075,3.20747504209666,1.17667103714198
TraesCS5D02G228500,1.36965414616448,1.2317119730784,8.99507258486929,4.1707792605584,5.10934728693521,3.7222640861843,3.61376449687437
TraesCS5D02G496600,0,0,0,0.0566632644829276,0.569528514389466,0.557630295708426,1.00457655993485
TraesCS6D02G009800,0.0731039092663318,0.0604387780164759,0.105617583854191,0.20419494328809,0.348153938257015,0.159134687099889,0.332147069184822
TraesCS6D02G012400,0.256697343672294,0.247398003395221,0.0315947723258072,0.051522060742326,0.0692964700871751,0,0.0980355374881493
TraesCS6D02G045700,1.72725738368282,1.82490010871481,2.15630257415389,1.34141500716648,0.0426654158478262,0.421824118398424,0.148451238787707
TraesCS6D02G251700,9.93573830801059,4.08048238162974,1.71734960519831,2.14598158502783,2.24445725377527,1.55675103761557,2.57948423707425
TraesCS6D02G308500,0.586456649207639,1.28138478555462,0.330824341956578,0.138971700202645,0.278567550549259,0.0589310869910777,0.790983297607049
TraesCS6D02G308600,0.0745066560761818,0.151312108592018,0.023498174059876,0.231647357723608,0.0196007338551642,0.41584465280257,0.0300349821630234
TraesCS6D02G308700,0.0249499735026031,0.0277497632416924,0,0,0,0,0
TraesCS6D02G308800,0,0,0,0,0,0,0
TraesCS6D02G308900,0,0,0,0,0,0,0
TraesCS6D02G309000,0.546922107025097,0.272568081719287,0.0309669131170615,0.313654559514567,0.0247393522384381,0.785131501188761,0.0640582338637966
TraesCS7D02G104700,0,0,0,0,0,0,0
TraesCS7D02G104900,0,0,0,0,0,0,0
TraesCS7D02G170200,10.5965928369949,14.2425164144577,98.3531976387033,16.251515987336,9.79808540009985,43.3353667024534,30.5411755517957
TraesCS7D02G211200,1.19157722868304,0.889167627911434,1.53253330653989,0.26131185192351,0.90363348534444,1.01782414299069,1.20325594083773
TraesCS7D02G296100,0,0,0,0,0,0,0
TraesCS7D02G403100,6.63197285808627,7.54262755138797,10.5182813993256,6.23306163207309,11.8972604054052,7.69852895208442,10.9589702344033
TraesCS7D02G464900,0,0,0,0,0,0,0
TraesCS7D02G465000,0,0,0,0,0,0,0
TraesCS7D02G476400,0,0,0,0,0,0,0
TraesCS7D02G472200,0,0,0,0,0,0,0
TraesCS1A02G019800,0,0,0,0,0,0,0
TraesCS1A02G020200,0,0,0,0,0,0,0
TraesCS2A02G705800_M,0.214169630174643,0.132278968399234,0.423474678322011,0.545675566200027,0.187850994797692,0.365143962792637,0.284083902517293
TraesCS3A02G070300,0,0,0,0,0,0,0
TraesCS3A02G301300,0,0,0,0,0,0,0
TraesCS3A02G514400,0,0,0,0,0,0,0
TraesCS4A02G386700,0,0,0,0,0,0,0
TraesCS4A02G464100,0.0471785494452412,0.143722018548155,0,0,0,0.070527786345371,0.0345551498905396
TraesCS4A02G464200,0.226636304002812,0.047288116635128,0.11086719269601,0.10368004933762,0.0241230085148507,0.0637434525723561,0.0634901855183785
TraesCS4A02G472400,0.453970498456036,0.101651443221644,0.195608172705415,0.132608527116444,0.16211828653812,0.169080430574707,0.0844674056111534
TraesCS5A02G483000,0,0,0.0892393951246189,0.0611001922075288,0.283797678187273,0.150770355884434,0.526242870830615
TraesCS5A02G520400,0,0,0,0,0,0,0
TraesCS5A02G520500,0,0,0,0,0,0,0
TraesCS6A02G008700,1.18504929383002,1.32179522458891,1.15442828584911,1.11244464421335,2.17006906700177,1.32170955953824,2.36303634658988
TraesCS6A02G038300,0,0,0,0,0,0,0
TraesCS6A02G106600,0,0,0,0,0,0,0
TraesCS6A02G320900,0,0,0,0,0,0,0
TraesCS7A02G020400,1.44544756841646,1.45550807998313,6.45716386613636,1.27272934100391,0.882328421277336,0.994892370939109,1.27007138340842
TraesCS7A02G024800,4.74654509021091,3.47095003703989,1.45131758555114,2.13203875499589,0.323220853835338,0.790402303117905,0.0988268645650494
TraesCS7A02G024900,1.85414872573095,2.23596944972709,0.630520825582464,0.326878161505936,0.0707828588686308,0.477823061782393,0.235853338327846
TraesCS7A02G087800,0,0.0275708607566098,0,0,0,0,0
TraesCS7A02G281700,0.0362742277233862,0.0403447815683724,0,0,0.068425666925759,0,0.0488619416320883
TraesCS7A02G461400,0,0,0,0,0,0.0802973311530477,0.121496852259806
TraesCS1B02G049500,0,0,0,0,0,0,0
TraesCS1B02G041700,0,0,0,0,0,0,0
TraesCS2B02G301500,0,0,0,0,0,0,0
TraesCS3B02G009500,0,0,0,0,0,0,0
TraesCS3B02G084400,0,0,0,0,0,0,0
TraesCS3B02G011600,0,0,0.0207683178479087,0,0,0,0
TraesCS4B02G086600,0,0,0.0706986290581353,0,0,0,0
TraesCS4B02G351700,0,0,0,0,0,0,0
TraesCS4B02G351800,0,0,0,0,0,0,0.0207967860631542
TraesCS6B02G015700,0,0.0278703270211639,0,0,0,0,0
TraesCS6B02G654200_M,0.81865091099826,0.734011036302089,0.742804501636473,0.43355716908701,1.60245058106566,0.723921624300308,1.82666629712155
TraesCS7B02G007300,0,0,0,0,0,0,0
TraesCS7B02G120500,0.160739855124302,0.148973801910914,0.182325220158272,0.0568352319016922,0.0759755945001011,0.140008738334,0.103848515805085
TraesCS7B02G379400,0,0,0,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0,0,0,0
TraesCS2D02G548100,3.38676459447683,3.04027645910001,0.0521294869557225,1.44752226370107,1.03204933176209,0.055023470111741,0.162640036500738
TraesCS2D02G555400,0,0,0,0,0,0,0
TraesCS2D02G667500_M,0.219763020702081,0.0515709797031093,0.0712753037470087,0.0819723109275947,0,0,0
TraesCS2D02G740900_M,0,0,0,0,0,0,0
TraesCS3D02G488300,0,0,0,0,0,0,0
TraesCS4D02G164600,9.60856743801691,11.459421426475,17.6734845772786,4.87824253613351,36.13936297468,13.4519467920807,42.5170882995492
TraesCS4D02G346500,0,0,0,0,0,0,0
TraesCS5D02G032500,2.95980732006247,3.21435111923088,3.60200622197436,0.798288881865386,1.00198805192545,1.1226781584053,0.829952723551246
TraesCS5D02G482100,0.171749646203443,0.22331759614074,0.0304058401267873,0.250534285147762,0.0728733393114131,0.12859339172419,0.0324838273986148
TraesCS6D02G009900,0.443997356923175,0.456144986221757,0.74293063784786,0.314429832969653,0.594368906973139,0.293985978843004,0.510667874568356
TraesCS6D02G044200,0,0,0,0,0,0.0932280252702981,0
TraesCS7D02G104500,0,0,0,0,0,0,0
TraesCS7D02G016700,5.21517681293,3.91641875188221,7.20510078035521,3.25378713405152,3.56572420125371,2.98236903315822,3.41612692463026
TraesCS7D02G022700,1.55183602513789,0.88750949372273,0.44237337889993,0.631341820508608,0.0964239863250661,0.197600575779476,0.0977659598793583
TraesCS7D02G022800,1.55422209132223,2.29248894045915,0.211419970774789,0.105959740707598,0.0778654072314801,0.0688177424848532,0.203830742860911
TraesCS7D02G104600,0,0,0,0,0,0,0
TraesCS7D02G082900,0,0,0,0,0,0,0
TraesCS7D02G280200,0.0336630479067222,0,0,0,0,0,0
TraesCS7D02G449600,0,0,0,0,0,0,0
TraesCS7D02G449000,0,0,0,0,0,0,0
TraesCSU02G149300,0,0,0,0,0,0,0
TraesCSU02G213700,0,0,0,0,0,0,0
