Geneid,Control,100mM_NaCl,200mM_NaCl,300mM_NaCl
TraesCS2B02G245100,11.5896212233599,5.21720727017085,7.81591401876496,17.0580535331622
TraesCS2B02G245300,0.826474111423773,1.42504881927428,1.97699648208111,0.844369187367163
TraesCS2B02G255800,0,0,0,0
TraesCS2B02G316600,0,0,0.0418638318818104,0
TraesCS2B02G533700,0,0,0,0
TraesCS2B02G545100,16.0867178838724,10.4792647694687,6.95995837615372,18.0778996862737
TraesCS2B02G611600,0.0304839946743281,0.175380086452612,0.140468565794876,0.112153288222086
TraesCS2B02G598400,1.69022975567993,2.32445424540074,6.77784475990363,1.81030575782793
TraesCS2B02G598500,2.79151831816423,3.08136038968117,5.63572478735712,1.89769302041806
TraesCS2B02G855500_M,0.0591056031025129,0.456710524415474,0.498595077391808,0.0373608573336714
TraesCS3B02G006900,2.08389893644253,8.99304125547671,19.1704068904591,10.1076298697956
TraesCS3B02G026700,0.821001601619508,4.32979813858471,5.71418007730045,0.161819709777753
TraesCS3B02G227600,0,0.0160435169840901,0,0
TraesCS3B02G338000,0.744351346562433,0.472695090502165,0.640966219508435,0.670266031585571
TraesCS3B02G362000,0.117233515221328,0.195403969434248,3.45742167858718,5.13497613556847
TraesCS3B02G366800,0,0.112678119914725,0.3146709959152,0.277759153416135
TraesCS3B02G371400,0,0,0,0
TraesCS4B02G262500,0,0,0,0.0663314744285831
TraesCS4B02G043000,0.333044009865154,0.501200644474371,0.529138052023308,0.38049693467887
TraesCS4B02G028400,0,0,0,0
TraesCS4B02G316400,0.703550366346469,1.23458305086002,2.57025667234217,1.27839653609107
TraesCS5B02G014100,0.288447304239831,0.956960531063782,2.9732986253552,1.41874774637068
TraesCS5B02G067300,0,0,0,0
TraesCS5B02G219500,0.106287478239183,3.24962578758747,8.17137467757273,0.611712002794829
TraesCS5B02G219600,74.9508089703799,38.3882111770518,33.2629890791919,58.7269524906119
TraesCS5B02G496200,1.309121857953,0.667956608167086,0.63424931790435,0
TraesCS6B02G015400,0.811279320018246,0.620509803895877,0.544602044511591,0.744868387968886
TraesCS6B02G014700,0.0174229203175318,0.0532452728694065,0.486935209133936,0.0613765949771983
TraesCS6B02G054800,0,0.0413457014234387,0.0631856683282492,0.083934105329364
TraesCS6B02G298700,0.622924767364465,0.72848691740248,0.702365653091831,0.608863418051912
TraesCS6B02G360400,0.0517303836798965,0.0176327256070547,0.127008743423935,0.169327194378271
TraesCS6B02G360500,0,0,0,0
TraesCS6B02G360600,0.675990490460168,0.625032476041877,0.849072424298089,0.246889280044791
TraesCS6B02G360700,0.115128306289967,0.719285114463736,0.587696840705675,0.286467005415941
TraesCS6B02G360800,12.121795892174,6.12426661335706,5.18978405189485,2.74621483770275
TraesCS6B02G360900,30.3516166203509,7.17153768601957,5.12207762290382,3.41712189157438
TraesCS7B02G007400,0.0235034025759993,0,0,0
TraesCS7B02G007600,0,0,0,0
TraesCS7B02G073900,38.3780071806994,38.0501140496054,34.4801130104725,24.8308931545554
TraesCS7B02G116100,0.113218951224711,0.194635057384074,0.242462241891467,0.186401505002045
TraesCS7B02G201300,0,0,0,0
TraesCS7B02G309300,20.7468746078505,13.4746642617786,4.34567662617855,7.85799629542949
TraesCS7B02G379000,0,0,0,0
TraesCS7B02G379300,0,0,0,0
TraesCS7B02G393200,0,0,0,0
TraesCS7B02G388500,0,0,0,0
TraesCS1D02G019300,0,0,0,0
TraesCS1D02G104500,0.655948850052119,1.22435656551987,4.5456488861014,0.708709519077735
TraesCS1D02G161800,4.0925327425279,3.98097821142758,2.51156154964524,3.27101312555433
TraesCS1D02G256100,0,0,0,0
TraesCS1D02G309800,0,0,0,1.08149496785632
TraesCS2D02G225400,9.21375078699429,4.52098900353067,4.28086293599936,17.8079041823418
TraesCS2D02G225500,0.749544082899265,1.54116013948085,3.23051149703376,0.9673107862461
TraesCS2D02G271000_M,0,0.0206451458865035,0,0.195419214251523
TraesCS2D02G298200,0,0,0,0
TraesCS2D02G506100,0,0.0270133726377821,0.272762221295814,0.944269313060778
TraesCS2D02G518100,11.1233960257745,7.06463653561907,5.50702513741481,18.0847151425556
TraesCS2D02G586500,0.0329933363213556,0.239479808117618,0.410553604834882,0.01903233730454
TraesCS2D02G601700,1.83745631309302,1.0838558214155,4.35137239069927,0.436994958233293
TraesCS2D02G601600,0.338737647481973,0.519040628536889,1.69853586211058,0.269759393519738
TraesCS2D02G548200,0,0,0,0
TraesCS3D02G003600,2.3318100337085,17.3687637825854,26.9759925896758,3.47540703543943
TraesCS3D02G027300,0.592556577842379,3.96248875435782,7.32035493164598,0.74095314326885
TraesCS3D02G199100,0,0,0,0
TraesCS3D02G303400,0.928809008431982,0.505230475730346,0.650780027383164,0.741001130448104
TraesCS3D02G325400,2.06503924716697,8.63410566834784,46.8526648100437,104.577394350768
TraesCS3D02G328900,0.050794954654206,0.0153200939261426,0.181524519899948,0.246632142985802
TraesCS3D02G333300,0,0,0,0
TraesCS4D02G262600,0,0,0,0.0209466239289182
TraesCS4D02G040300,0.205050519097919,0.407956644473491,0.598677279835655,0.46138137543677
TraesCS4D02G015400_M,0,0,0,0
TraesCS4D02G313000,0.917919374633102,1.22733945305688,2.65901952604913,0.571259552556943
TraesCS5D02G021800,0.571925761717408,2.1488763644625,8.02553721417801,17.6342989781549
TraesCS5D02G071500,0,0,0.020318975503397,0
TraesCS5D02G228400,1.62112004793794,2.58321034937466,7.9790587422459,0.416389351285212
TraesCS5D02G228500,102.933176507919,64.438921154604,48.7689367192213,64.6269142605467
TraesCS5D02G496600,1.73487252946535,0.485468727036248,0.727021167238287,0.739982083543294
TraesCS6D02G009800,0.253138007528548,0.312563646531454,0.596827807101034,0.564108480523091
TraesCS6D02G012400,0.494741961605904,0.897344404166172,2.54950118290854,0.0997943958648562
TraesCS6D02G045700,0.463933093130868,1.33669095370218,3.15477790642794,1.65099061029232
TraesCS6D02G251700,1.44392544131739,1.13266001565854,0.746471022153414,1.39594943598165
TraesCS6D02G308500,1.20011996383779,1.76135384773811,1.38767711320481,0.326305106222845
TraesCS6D02G308600,0.150614551091761,1.07234623233989,0.956978968611285,0.887558259519121
TraesCS6D02G308700,25.3018287296134,11.6333479739553,6.70802976059158,0.181151344313176
TraesCS6D02G308800,0.332423673816376,0.617472334925015,0.992907739569939,1.78157869955505
TraesCS6D02G308900,10.2369453194922,3.98011172451771,1.76597780621449,0.289662770046536
TraesCS6D02G309000,95.4627737029054,44.1675648376728,65.0687100795245,26.573749277815
TraesCS7D02G104700,0,0,0,0
TraesCS7D02G104900,0,0,0,0
TraesCS7D02G170200,49.7495523586988,52.6984779105759,57.5544675596385,47.7243896124745
TraesCS7D02G211200,0.239616751822938,0.312482460991041,0.311456895354177,0.590099320785115
TraesCS7D02G296100,0,0,0,0
TraesCS7D02G403100,49.1589996643882,32.4139322920231,12.475677304068,22.3357662872237
TraesCS7D02G464900,0,0,0,0
TraesCS7D02G465000,0,0,0,0
TraesCS7D02G476400,0,0,0,0
TraesCS7D02G472200,0,0.0185458230249499,0,0.0111610312685661
TraesCS1A02G019800,0,0,0,0
TraesCS1A02G020200,0,0.0185375207844011,0.0416795917913143,0
TraesCS2A02G705800_M,0.124397213252557,0.148213691309147,0.501409679052862,0.16181831394186
TraesCS3A02G070300,0,0,0,0
TraesCS3A02G301300,0,0,0,0
TraesCS3A02G514400,0,0,0,0
TraesCS4A02G386700,0,0,0,0
TraesCS4A02G464100,0.0187703283972184,0.073550056425552,0.691562747840787,0.147001554494295
TraesCS4A02G464200,0.0189043038558735,0.211544987763423,1.59854971072234,0.0187432420346652
TraesCS4A02G472400,2.86259088283464,3.30994397393083,6.6180956100383,5.01437094678125
TraesCS5A02G483000,0.021679431902508,0.0187814854575794,0.0226664389990035,0
TraesCS5A02G520400,0,0,0,0
TraesCS5A02G520500,0,0,0,0
TraesCS6A02G008700,4.24443937398893,3.00466866648114,2.94097344634969,1.86286999514901
TraesCS6A02G038300,0.0337659075575306,0,0,0.0373057641048088
TraesCS6A02G106600,0,0,0,0
TraesCS6A02G320900,0,0,0,0
TraesCS7A02G020400,1.84262991942918,1.914129002216,3.33336076749141,4.18564366302398
TraesCS7A02G024800,1.96879819326051,2.16695721130404,2.72784662895368,2.12242055377203
TraesCS7A02G024900,0.86336487964007,1.15433071401194,0.468852852163396,0.983682007126787
TraesCS7A02G087800,0,0,0,0
TraesCS7A02G281700,0.0286338774336868,0.0806941735100418,0.31670873740681,0
TraesCS7A02G461400,0,0,0.0482868014122994,0
TraesCS1B02G049500,0.019790754663049,0.0349926400187811,0.0401278571751075,0
TraesCS1B02G041700,0,0,0,0.0578537491897989
TraesCS2B02G301500,0,0,0,0
TraesCS3B02G009500,0,0,0,0
TraesCS3B02G084400,0,0,0,0
TraesCS3B02G011600,1.78594811629695,10.700350803298,26.3043528364817,14.0351480369581
TraesCS4B02G086600,0,0,0,0.0239046643778387
TraesCS4B02G351700,0.0217836675213215,0,0,0
TraesCS4B02G351800,0,0,0,0
TraesCS6B02G015700,0,0.138980761179358,0.458862457693036,0.0605706670595105
TraesCS6B02G654200_M,0,0,0,0.0369941834330234
TraesCS7B02G007300,4.00501690853502,2.12389856774563,2.34024647082454,3.07803049206669
TraesCS7B02G120500,1.78138553169484,0.710591176509788,0.185894511017985,0.701764090877158
TraesCS7B02G379400,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0
TraesCS2D02G548100,0,0,0,0
TraesCS2D02G555400,2.91594949567834,2.2022987855637,0.635284546967728,1.2291835199794
TraesCS2D02G667500_M,0.0750233406851864,0.60115519716844,1.2048816556391,0.361744160822092
TraesCS2D02G740900_M,1.15312899374693,0.823686520894955,2.6851349753723,0.2895547633996
TraesCS3D02G488300,0,0,0,0
TraesCS4D02G164600,26.7420979753696,14.6270026685794,16.6701106172741,18.0102497763718
TraesCS4D02G346500,0,0,0,0
TraesCS5D02G032500,4.70979310964291,3.20177597387475,6.43443747312737,3.01007902270677
TraesCS5D02G482100,2.34945717156796,1.06894373205071,2.1204493576431,0.827625351848818
TraesCS6D02G009900,1.28927957188994,0.891293441699338,1.17090363203249,1.48018678162362
TraesCS6D02G044200,0,0,0,0
TraesCS7D02G104500,0,0,0,0
TraesCS7D02G016700,4.04742499494008,4.19665055347475,5.51645809021547,8.93436744747538
TraesCS7D02G022700,0.0769938608345886,0.139243919280897,0.137090798414351,0.0967285169288972
TraesCS7D02G022800,0.209022298169948,0.143749561121951,0.206793651341841,0.185069349693702
TraesCS7D02G104600,0,0,0,0
TraesCS7D02G082900,0,0,0,0
TraesCS7D02G280200,0.207557980213094,0.0486421900289748,0.239846329825428,0.0263462886576763
TraesCS7D02G449600,0,0,0,0
TraesCS7D02G449000,0.413528945924685,0.595397655926562,0.141713929095142,0
TraesCSU02G149300,10.848514426125,9.31876139092696,5.79585009166453,6.23579256904378
TraesCSU02G213700,0,0,0,0
